연번,공공데이터 서비스명,"서비스
유형",요청인자,,출력항목,
171,해외직구 위해식품 차단정보,OPEN API,CRET_DTM,등록일자(YYYYMMDD),INGR_NM_LST,위해성분명
171,해외직구 위해식품 차단정보,OPEN API,LAST_UPDT_DTM,최종수정일자(YYYYMMDD),MUFC_CNTRY_NM,제조국가명
171,해외직구 위해식품 차단정보,OPEN API,PRDT_NM,제품명,MUFC_NM,제조사명
171,해외직구 위해식품 차단정보,OPEN API,MUFC_NM,제조사명,BARCD_CTN,바코드번호
171,해외직구 위해식품 차단정보,OPEN API,MUFC_CNTRY_NM,제조국가명,SELF_IMPORT_SEQ,일련번호(고유키값)
171,해외직구 위해식품 차단정보,OPEN API,INGR_NM_LST,위해성분명,PRDT_NM,제품명
172,행정처분결과,OPEN API,keyid,인증키,ADDR,주소
172,행정처분결과,OPEN API,serviceId,서비스명,VILTCN,위반일자및위반내용
172,행정처분결과,OPEN API,dataType,요청파일 타입,DSPS_TYPECD_NM,처분유형
172,행정처분결과,OPEN API,startidx,요청시작위치,DSPS_ENDDT,처분종료일(영업정지의경우)
172,행정처분결과,OPEN API,endIdx,요청종료위치,DSPS_BGNDT,처분시작일(영업정지의경우)
172,행정처분결과,OPEN API,CHNG_DT,변경일자(YYYYMMDD),DSPS_DCSNDT,처분확정일자
172,행정처분결과,OPEN API,DSPS_DCSNDT,확정일자(YYYYMMDD),LCNS_NO,인허가번호
172,행정처분결과,OPEN API,LCNS_NO,인허가번호,INDUTY_CD_NM,업종
172,행정처분결과,OPEN API,,,DSPSDTLS_SEQ,행정처분전산키
172,행정처분결과,OPEN API,,,DSPS_INSTTCD_NM,처분기관명
172,행정처분결과,OPEN API,,,LAST_UPDT_DTM,최종수정일
172,행정처분결과,OPEN API,,,PUBLIC_DT,공개기한
172,행정처분결과,OPEN API,,,LAWORD_CD_NM,위반법령
172,행정처분결과,OPEN API,,,DSPSCN,처분내용
172,행정처분결과,OPEN API,,,PRSDNT_NM,대표자명
172,행정처분결과,OPEN API,,,TEL_NO,전화번호
172,행정처분결과,OPEN API,,,PRCSCITYPOINT_BSSHNM,업소명
173,행정처분결과(수입식품업),OPEN API,keyid,인증키,ADDR,주소
173,행정처분결과(수입식품업),OPEN API,serviceId,서비스명,VILTCN,위반일자 및 위반내용
173,행정처분결과(수입식품업),OPEN API,dataType,요청파일 타입,DSPS_TYPECD_NM,처분유형
173,행정처분결과(수입식품업),OPEN API,startidx,요청시작위치,DSPS_ENDDT,처분종료일(영업정지의경우)
173,행정처분결과(수입식품업),OPEN API,endIdx,요청종료위치,DSPS_BGNDT,처분시작일(영업정지의경우)
173,행정처분결과(수입식품업),OPEN API,CHNG_DT,변경일자(YYYYMMDD),DSPS_DCSNDT,처분확정일자
173,행정처분결과(수입식품업),OPEN API,DSPS_DCSNDT,확정일자(YYYYMMDD),LCNS_NO,인허가번호
173,행정처분결과(수입식품업),OPEN API,LCNS_NO,인허가번호,INDUTY_CD_NM,업종
173,행정처분결과(수입식품업),OPEN API,,,DSPS_INSTTCD_NM,처분기관명
173,행정처분결과(수입식품업),OPEN API,,,DSPSDTLS_SEQ,행정처분전산키
173,행정처분결과(수입식품업),OPEN API,,,LAST_UPDT_DTM,최종수정일
173,행정처분결과(수입식품업),OPEN API,,,PUBLIC_DT,공개기한
173,행정처분결과(수입식품업),OPEN API,,,DSPSCN,처분내용
173,행정처분결과(수입식품업),OPEN API,,,LAWORD_CD_NM,위반법령
173,행정처분결과(수입식품업),OPEN API,,,PRSDNT_NM,대표자명
173,행정처분결과(수입식품업),OPEN API,,,TELNO,전화번호
173,행정처분결과(수입식품업),OPEN API,,,PRCSCITYPOINT_BSSHNM,업소명
174,행정처분결과(식품접객업),OPEN API,keyid,인증키,ADDR,주소
174,행정처분결과(식품접객업),OPEN API,serviceId,서비스명,VILTCN,위반일자및위반내용
174,행정처분결과(식품접객업),OPEN API,dataType,요청파일 타입,DSPS_TYPECD_NM,처분유형
174,행정처분결과(식품접객업),OPEN API,startidx,요청시작위치,DSPS_ENDDT,처분종료일(영업정지의경우)
174,행정처분결과(식품접객업),OPEN API,endIdx,요청종료위치,DSPS_BGNDT,처분시작일(영업정지의경우)
174,행정처분결과(식품접객업),OPEN API,CHNG_DT,변경일자(YYYYMMDD),DSPS_DCSNDT,처분확정일자
174,행정처분결과(식품접객업),OPEN API,DSPS_DCSNDT,확정일자(YYYYMMDD),LCNS_NO,인허가번호
174,행정처분결과(식품접객업),OPEN API,LCNS_NO,인허가번호,INDUTY_CD_NM,업종
174,행정처분결과(식품접객업),OPEN API,,,DSPSDTLS_SEQ,행정처분전산키
174,행정처분결과(식품접객업),OPEN API,,,DSPS_INSTTCD_NM,처분기관명
174,행정처분결과(식품접객업),OPEN API,,,LAST_UPDT_DTM,최종수정일
174,행정처분결과(식품접객업),OPEN API,,,PUBLIC_DT,공개기한
174,행정처분결과(식품접객업),OPEN API,,,LAWORD_CD_NM,위반법령
174,행정처분결과(식품접객업),OPEN API,,,DSPSCN,처분내용
174,행정처분결과(식품접객업),OPEN API,,,PRSDNT_NM,대표자명
174,행정처분결과(식품접객업),OPEN API,,,TEL_NO,전화번호
174,행정처분결과(식품접객업),OPEN API,,,PRCSCITYPOINT_BSSHNM,업소명
175,행정처분결과(식품제조가공업),OPEN API,keyid,인증키,ADDR,주소
175,행정처분결과(식품제조가공업),OPEN API,serviceId,서비스명,VILTCN,위반일자및위반내용
175,행정처분결과(식품제조가공업),OPEN API,dataType,요청파일 타입,DSPS_TYPECD_NM,처분유형
175,행정처분결과(식품제조가공업),OPEN API,startidx,요청시작위치,DSPS_ENDDT,처분종료일(영업정지의경우)
175,행정처분결과(식품제조가공업),OPEN API,endIdx,요청종료위치,DSPS_BGNDT,처분시작일(영업정지의경우)
175,행정처분결과(식품제조가공업),OPEN API,CHNG_DT,변경일자(YYYYMMDD),DSPS_DCSNDT,처분확정일자
175,행정처분결과(식품제조가공업),OPEN API,DSPS_DCSNDT,확정일자(YYYYMMDD),LCNS_NO,인허가번호
175,행정처분결과(식품제조가공업),OPEN API,LCNS_NO,인허가번호,INDUTY_CD_NM,업종
175,행정처분결과(식품제조가공업),OPEN API,,,DSPS_INSTTCD_NM,처분기관명
175,행정처분결과(식품제조가공업),OPEN API,,,DSPSDTLS_SEQ,행정처분전산키
175,행정처분결과(식품제조가공업),OPEN API,,,LAST_UPDT_DTM,최종수정일
175,행정처분결과(식품제조가공업),OPEN API,,,PUBLIC_DT,공개기한
175,행정처분결과(식품제조가공업),OPEN API,,,DSPSCN,처분내용
175,행정처분결과(식품제조가공업),OPEN API,,,LAWORD_CD_NM,위반법령
175,행정처분결과(식품제조가공업),OPEN API,,,PRSDNT_NM,대표자명
175,행정처분결과(식품제조가공업),OPEN API,,,TELNO,전화번호
175,행정처분결과(식품제조가공업),OPEN API,,,PRCSCITYPOINT_BSSHNM,업소명
176,행정처분결과(식품판매업),OPEN API,keyid,인증키,ADDR,주소
176,행정처분결과(식품판매업),OPEN API,serviceId,서비스명,VILTCN,위반일자 및 위반내용
176,행정처분결과(식품판매업),OPEN API,dataType,요청파일 타입,DSPS_TYPECD_NM,처분유형
176,행정처분결과(식품판매업),OPEN API,startidx,요청시작위치,DSPS_ENDDT,처분종료일(영업정지의경우)
176,행정처분결과(식품판매업),OPEN API,endIdx,요청종료위치,DSPS_BGNDT,처분시작일(영업정지의경우)
176,행정처분결과(식품판매업),OPEN API,CHNG_DT,변경일자(YYYYMMDD),DSPS_DCSNDT,처분확정일자
176,행정처분결과(식품판매업),OPEN API,DSPS_DCSNDT,확정일자(YYYYMMDD),LCNS_NO,인허가번호
176,행정처분결과(식품판매업),OPEN API,LCNS_NO,인허가번호,INDUTY_CD_NM,업종
176,행정처분결과(식품판매업),OPEN API,,,DSPS_INSTTCD_NM,처분기관명
176,행정처분결과(식품판매업),OPEN API,,,DSPSDTLS_SEQ,행정처분전산키
176,행정처분결과(식품판매업),OPEN API,,,LAST_UPDT_DTM,최종수정일
176,행정처분결과(식품판매업),OPEN API,,,PUBLIC_DT,공개기한
176,행정처분결과(식품판매업),OPEN API,,,DSPSCN,처분내용
176,행정처분결과(식품판매업),OPEN API,,,LAWORD_CD_NM,위반법령
176,행정처분결과(식품판매업),OPEN API,,,PRSDNT_NM,대표자명
176,행정처분결과(식품판매업),OPEN API,,,TELNO,전화번호
176,행정처분결과(식품판매업),OPEN API,,,PRCSCITYPOINT_BSSHNM,업소명
177,회수.판매중지 정보,OPEN API,keyid,인증키,MNFDT,제조일자
177,회수.판매중지 정보,OPEN API,serviceId,서비스명,FRMLCUNIT,포장단위
177,회수.판매중지 정보,OPEN API,dataType,요청파일 타입,BRCDNO,바코드번호
177,회수.판매중지 정보,OPEN API,startidx,요청시작위치,TELNO,전화번호
177,회수.판매중지 정보,OPEN API,endIdx,요청종료위치,ADDR,업체주소
177,회수.판매중지 정보,OPEN API,CRET_DTM,등록일자(YYYYMMDD),BSSHNM,제조업체명
177,회수.판매중지 정보,OPEN API,PRDLST_REPORT_NO,품목제조보고번호,RTRVLPRVNS,회수사유
177,회수.판매중지 정보,OPEN API,,,LCNS_NO,업체인허가번호
177,회수.판매중지 정보,OPEN API,,,PRDTNM,제품명
177,회수.판매중지 정보,OPEN API,,,PRDLST_CD_NM,품목유형(품목코드명)
177,회수.판매중지 정보,OPEN API,,,RTRVL_GRDCD_NM,회수등급
177,회수.판매중지 정보,OPEN API,,,PRDLST_REPORT_NO,품목제조보고번호
177,회수.판매중지 정보,OPEN API,,,RTRVLDSUSE_SEQ,회수.판매중지 일련번호
177,회수.판매중지 정보,OPEN API,,,CRET_DTM,등록일
177,회수.판매중지 정보,OPEN API,,,PRDLST_CD,품목코드
177,회수.판매중지 정보,OPEN API,,,IMG_FILE_PATH,제품사진 URL
177,회수.판매중지 정보,OPEN API,,,PRDLST_TYPE,식품분류
177,회수.판매중지 정보,OPEN API,,,DISTBTMLMT,유통/소비기한
177,회수.판매중지 정보,OPEN API,,,RTRVLPLANDOC_RTRVLMTHD,회수방법
178,후대교배종의 안전성 평가 신청 및 검토 정보,OPEN API,keyid,인증키,GOODS_NM,제품명
178,후대교배종의 안전성 평가 신청 및 검토 정보,OPEN API,serviceId,서비스명,GMO_PRDT_KND,제품종류
178,후대교배종의 안전성 평가 신청 및 검토 정보,OPEN API,dataType,요청파일 타입,LMOCHILD_CHARTR_CHNGE_YN,특성변화여부
178,후대교배종의 안전성 평가 신청 및 검토 정보,OPEN API,startidx,요청시작위치,LMOCHILD_DFFPNT_YN,차이점여부
178,후대교배종의 안전성 평가 신청 및 검토 정보,OPEN API,endIdx,요청종료위치,LMOCHILD_BTHTR_CRSS_YN,이종간교배여부
178,후대교배종의 안전성 평가 신청 및 검토 정보,OPEN API,,,PRDLST_NM,품목명
178,후대교배종의 안전성 평가 신청 및 검토 정보,OPEN API,,,PRMS_DT,허가일자
178,후대교배종의 안전성 평가 신청 및 검토 정보,OPEN API,,,PRSDNT_NM,대표자명
178,후대교배종의 안전성 평가 신청 및 검토 정보,OPEN API,,,BSSH_NM,업소명
179,식품등 표시기준,File,,,,
180,식품위생심의위원회 개최 결과,File,,,,
181,식품첨가물의 표시기준,File,,,,
182,유전자변형식품등의 표시기준,File,,,,
183,축산물의 표시기준,File,,,,
184,식품영양성분DB정보,Link,,,,
